28.01.2022 00:00:00.006 [scheduling-1] DEBUG  r.s.d.a.LoggingAspect - NotificationService.sendBirthdayEvent: []
28.01.2022 00:02:14.295 [http-nio-8086-exec-3] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:14.297 [http-nio-8086-exec-3] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.297 [http-nio-8086-exec-3] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.301 [http-nio-8086-exec-3] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:14.481 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.481 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.487 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:14.489 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.489 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.493 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:14.672 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.672 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.678 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:14.680 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.680 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.685 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:14.857 [http-nio-8086-exec-2] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.858 [http-nio-8086-exec-2] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.863 [http-nio-8086-exec-2] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:14.865 [http-nio-8086-exec-2] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.865 [http-nio-8086-exec-2] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:14.869 [http-nio-8086-exec-2] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.016 [http-nio-8086-exec-5] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.016 [http-nio-8086-exec-5] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.022 [http-nio-8086-exec-5] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.024 [http-nio-8086-exec-5] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.024 [http-nio-8086-exec-5] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.028 [http-nio-8086-exec-5] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.174 [http-nio-8086-exec-6] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.174 [http-nio-8086-exec-6] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.181 [http-nio-8086-exec-6] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.183 [http-nio-8086-exec-6] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.183 [http-nio-8086-exec-6] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.189 [http-nio-8086-exec-6] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.337 [http-nio-8086-exec-7] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.337 [http-nio-8086-exec-7] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.343 [http-nio-8086-exec-7] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.346 [http-nio-8086-exec-7] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.346 [http-nio-8086-exec-7] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.350 [http-nio-8086-exec-7] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.512 [http-nio-8086-exec-8] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.512 [http-nio-8086-exec-8] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.518 [http-nio-8086-exec-8] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.520 [http-nio-8086-exec-8] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.520 [http-nio-8086-exec-8] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.526 [http-nio-8086-exec-8] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.654 [http-nio-8086-exec-9] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.655 [http-nio-8086-exec-9] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.660 [http-nio-8086-exec-9] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.662 [http-nio-8086-exec-9] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.662 [http-nio-8086-exec-9] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.666 [http-nio-8086-exec-9] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.832 [http-nio-8086-exec-10] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.832 [http-nio-8086-exec-10] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.838 [http-nio-8086-exec-10] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:15.841 [http-nio-8086-exec-10] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.841 [http-nio-8086-exec-10] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:15.846 [http-nio-8086-exec-10] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:22.780 [http-nio-8086-exec-3] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:22.780 [http-nio-8086-exec-3] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:22.787 [http-nio-8086-exec-3] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:22.789 [http-nio-8086-exec-3] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:22.789 [http-nio-8086-exec-3] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:22.795 [http-nio-8086-exec-3] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:34.222 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:34.222 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:34.230 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:34.232 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:34.232 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:34.237 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:34.237 [http-nio-8086-exec-1] INFO   r.s.d.a.LoggingAspect - AccountControllerImpl.getAccountNotifications: []
28.01.2022 00:02:34.237 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - AccountService.getAccountNotifications: []
28.01.2022 00:02:34.237 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - PersonRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:34.241 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - AccountNotificationRepository.findByAuthorId: [Person(registrationDate=2020-05-25T01:35:43.149+03:00[Europe/Moscow], phone=89516008024, photo=https://pbs.twimg.com/media/BNN-z84CYAIM7uJ.jpg, description=I'm just a poor boy, city=ru.skillbox.diplom.model.City@37eaa39e, country=ru.skillbox.diplom.model.Country@3b4ffb68, confirmationCode=null, isApproved=true, permission=ALL, lastOnlineTime=2021-09-24T23:35:00.100+03:00[Europe/Moscow], isBlocked=false, accountNotifications=ru.skillbox.diplom.model.AccountNotifications@786bef5c)]
28.01.2022 00:02:34.245 [http-nio-8086-exec-1] DEBUG  r.s.d.a.LoggingAspect - AccountService.getAccountNotifications has returned CommonResponse(error=null, timestamp=1643317354, data=[AccountNotificationsDto(notificationType=POST_COMMENT, enable=true), AccountNotificationsDto(notificationType=COMMENT_COMMENT, enable=true), AccountNotificationsDto(notificationType=FRIEND_REQUEST, enable=true), AccountNotificationsDto(notificationType=MESSAGE, enable=true), AccountNotificationsDto(notificationType=FRIEND_BIRTHDAY, enable=true), AccountNotificationsDto(notificationType=NEW_POST, enable=true)])
28.01.2022 00:02:39.462 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:39.462 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:39.470 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:39.472 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
28.01.2022 00:02:39.472 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserRepository.findByEmail: [javaprogroup19@gmail.com]
28.01.2022 00:02:39.477 [http-nio-8086-exec-4] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername has returned org.springframework.security.core.userdetails.User [Username=javaprogroup19@gmail.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[developers:read]]
28.01.2022 00:02:42.868 [http-nio-8086-exec-2] DEBUG  r.s.d.a.LoggingAspect - UserDetailsServiceImpl.loadUserByUsername: [javaprogroup19@gmail.com]
